지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,습도(%),습도 QC플래그,현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,전운량(10분위),중하층운량(10분위),지면온도(°C),지면온도 QC플래그
184,제주,2018-01-01 01:00,7.1,0,,,3.7,0,46,0,1023.3,0,1025.8,0,,7,4,0
184,제주,2018-01-01 02:00,7,0,,,3.7,0,63,0,1023.4,0,1025.9,0,,10,5.1,0
184,제주,2018-01-01 03:00,6.9,0,,,4.1,0,58,0,1023.7,0,1026.2,0,9,9,4.9,0
184,제주,2018-01-01 04:00,6.8,0,,,4,0,63,0,1023.7,0,1026.2,0,9,9,5,0
184,제주,2018-01-01 05:00,6.5,0,,,6.3,0,58,0,1023.8,0,1026.3,0,9,9,4.6,0
184,제주,2018-01-01 06:00,6.2,0,,,4.5,0,50,0,1023.9,0,1026.5,0,8,8,3.5,0
184,제주,2018-01-01 07:00,6,0,,,4.2,0,54,0,1024.8,0,1027.4,0,9,9,3.7,0
184,제주,2018-01-01 08:00,5.8,0,,,4.7,0,56,0,1025.3,0,1027.9,0,9,9,3.7,0
184,제주,2018-01-01 09:00,6.2,0,,,4.3,0,51,0,1026.2,0,1028.8,0,9,9,4.8,0
184,제주,2018-01-01 10:00,6.6,0,,,2.5,0,50,0,1026.7,0,1029.3,0,9,9,6.2,0
184,제주,2018-01-01 11:00,6.7,0,,,3.2,0,51,0,1026.8,0,1029.4,0,9,9,6.9,0
184,제주,2018-01-01 12:00,7.1,0,,,3.5,0,52,0,1025.9,0,1028.4,0,9,9,8.7,0
184,제주,2018-01-01 13:00,7.2,0,,,3.2,0,53,0,1025.4,0,1027.9,0,2,2,11.3,0
184,제주,2018-01-01 14:00,7.5,0,,,2.1,0,53,0,1025.4,0,1027.9,0,7,7,10.8,0
184,제주,2018-01-01 15:00,7.4,0,,,3.3,0,54,0,1025.3,0,1027.8,0,4,4,10.2,0
184,제주,2018-01-01 16:00,7.1,0,,,3.9,0,52,0,1025.6,0,1028.1,0,3,3,6.3,0
184,제주,2018-01-01 17:00,7,0,,,3.7,0,49,0,1025.2,0,1027.7,0,1,1,4.7,0
184,제주,2018-01-01 18:00,6.5,0,,,2.6,0,49,0,1025,0,1027.6,0,0,0,3.2,0
184,제주,2018-01-01 19:00,6.3,0,,,2.7,0,51,0,1025.5,0,1028.1,0,,0,2.8,0
184,제주,2018-01-01 20:00,6.4,0,,,2.2,0,54,0,1026.1,0,1028.7,0,,2,2.6,0
184,제주,2018-01-01 21:00,6.4,0,,,2.8,0,54,0,1026.5,0,1029.1,0,3,3,2.6,0
